date,name,address,staff,nonstaff,deaths
Fri May 15 2020 21:11:12 GMT-0700 (Pacific Daylight Time),"Ralphs Hollywood","7257 W Sunset Blvd, Los Angeles, CA, 90046",22,0
Fri May 15 2020 21:11:12 GMT-0700 (Pacific Daylight Time),"The Village At Northridge","9222 Corbin Ave, Northridge, CA, 91324",1,0
Fri May 15 2020 21:11:12 GMT-0700 (Pacific Daylight Time),"Decore-Ative Specialties","4414 Azusa Canyon Rd, Irwindale, CA, 91706",8,4
Sun May 17 2020 08:04:22 GMT-0700 (Pacific Daylight Time),"East Los Angeles Sherriff's Station","5019 E 3rd St, Los Angeles, CA, 90022",13,5
Sun May 17 2020 08:04:22 GMT-0700 (Pacific Daylight Time),"Fresh And Ready Foods","1145 Arroyo St Unit B, San Fernando, CA, 91340",18,0
Sun May 17 2020 08:04:22 GMT-0700 (Pacific Daylight Time),"LAC DPSS Florence Office","1740 E Gage Ave, Los Angeles, CA, 90001",7,0
Sun May 17 2020 08:04:22 GMT-0700 (Pacific Daylight Time),"Northgate Gonzalez Markets","10801 S Prairie Ave, Inglewood, CA, 90303",14,0
Sun May 17 2020 08:04:22 GMT-0700 (Pacific Daylight Time),"Vons Glendale","311 W Los Feliz Rd, Glendale, CA, 91204",9,0
Sun May 17 2020 08:04:22 GMT-0700 (Pacific Daylight Time),"Ahmanson Recruit Training Center","5651 W Manchester Ave, Los Angeles, CA, 90045",1,0
Mon May 18 2020 10:29:21 GMT-0700 (Pacific Daylight Time),"American Meat Companies","5201 Industry Ave, Pico Rivera, CA, 90660",8,0
Mon May 18 2020 10:29:21 GMT-0700 (Pacific Daylight Time),"Skid Row Community Refresh Spot","557 Crocker St, Los Angeles, CA, 90013",4,0
Mon May 18 2020 10:29:21 GMT-0700 (Pacific Daylight Time),"Ahmanson Recruit Training Center *","5651 W Manchester Ave, Los Angeles, CA, 90045",1,0
Thu May 21 2020 15:33:49 GMT-0700 (Pacific Daylight Time),"Anthony Inc","12391 Montero Ave, Sylmar, CA, 91342",1,0
Fri May 22 2020 01:00:23 GMT-0700 (Pacific Daylight Time),"Anthony Inc","12391 Montero Ave, Sylmar, CA, 91342",1,16
Fri May 22 2020 01:00:23 GMT-0700 (Pacific Daylight Time),"LAC DPSS Florence Office","1740 E Gage Ave, Los Angeles, CA, 90001",9,2
Fri May 22 2020 01:00:23 GMT-0700 (Pacific Daylight Time),"Ralphs Ice Plant and Warehouse","2201 S Wilmington Ave, Compton, CA, 90220",20,0
Fri May 22 2020 21:17:51 GMT-0700 (Pacific Daylight Time),"California Farms Meat Company","4451 S Downey Rd, Vernon, CA, 90058",24,0
Fri May 22 2020 21:17:51 GMT-0700 (Pacific Daylight Time),"Clw Foods","3425 E Vernon Ave, Vernon, CA, 90058",5,0
Fri May 22 2020 21:17:51 GMT-0700 (Pacific Daylight Time),"Decore-Ative Specialties","4414 Azusa Canyon Rd, Irwindale, CA, 91706",8,0
Fri May 22 2020 21:17:51 GMT-0700 (Pacific Daylight Time),"F. Gavina & Sons Inc","2700 Fruitland Ave, Vernon, CA, 90058",9,0
Fri May 22 2020 21:17:51 GMT-0700 (Pacific Daylight Time),"Golden West Food Group","4401 S Downey Rd, Vernon, CA, 90058",6,0
Fri May 22 2020 21:17:51 GMT-0700 (Pacific Daylight Time),"Ralphs Ice Plant And Warehouse","2201 S Wilmington Ave, Compton, CA, 90220",20,0
Fri May 22 2020 21:17:51 GMT-0700 (Pacific Daylight Time),"Rose & Shore Inc","5151 Alcoa Ave # 5151, Vernon, CA, 90058",5,0
Fri May 22 2020 21:17:51 GMT-0700 (Pacific Daylight Time),"Takaokaya Usa Inc","5600 Bickett St, Vernon, CA, 90058",7,0
Fri May 22 2020 21:17:51 GMT-0700 (Pacific Daylight Time),"Vie De France Yamazaki","3046 E 50th St, Vernon, CA, 90058",15,0
Fri May 22 2020 21:17:51 GMT-0700 (Pacific Daylight Time),"Williams Sonoma Warehouse","21508 Baker Pkwy, Walnut, CA, 91789",5,1
Fri May 22 2020 21:17:51 GMT-0700 (Pacific Daylight Time),"Bocchi Laboratory","26455 Ruether Ave, Santa Clarita, CA, 91350",7,7
Sun May 24 2020 13:22:27 GMT-0700 (Pacific Daylight Time),"East Los Angeles Sherriff's Station","5019 E 3rd St, Los Angeles, CA, 90022",13,3
Sun May 24 2020 13:22:27 GMT-0700 (Pacific Daylight Time),"Domino's Pizza","3631 Crenshaw Blvd Ste 113, Los Angeles, CA, 90016",5,3
Sun May 24 2020 13:22:27 GMT-0700 (Pacific Daylight Time),"Smithfield","3049 E Vernon Ave, Vernon, CA, 90058",116,0
Sun May 24 2020 13:22:27 GMT-0700 (Pacific Daylight Time),"Mission Food","14200 Arminta St, Panorama City, CA, 91402",14,0
Sun May 24 2020 13:22:27 GMT-0700 (Pacific Daylight Time),"Bristol Farms","9039 Beverly Blvd, West Hollywood, CA, 90048",11,0
Mon May 25 2020 13:23:24 GMT-0700 (Pacific Daylight Time),"Department of Public Social Services","5445 Whittier Blvd, Los Angeles, CA, 90022",4,0
Mon May 25 2020 13:23:24 GMT-0700 (Pacific Daylight Time),"Fresh And Ready Foods","1145 Arroyo St Unit B, San Fernando, CA, 91340",19,0
Mon May 25 2020 13:23:24 GMT-0700 (Pacific Daylight Time),"Ralphs #759","10861 Weyburn Ave, Los Angeles, CA, 90024",5,4
Tue May 26 2020 11:23:02 GMT-0700 (Pacific Daylight Time),"Western General Insurance Company","5230 Las Virgenes Rd, Calabasas, CA, 91302",13,1
Tue May 26 2020 22:23:58 GMT-0700 (Pacific Daylight Time),"CLW Foods","3425 E Vernon Ave, Vernon, CA, 90058",5,0
Tue May 26 2020 22:23:58 GMT-0700 (Pacific Daylight Time),"Smithfield","3049 E Vernon Ave, Vernon, CA, 90058",153,0
Wed May 27 2020 21:57:23 GMT-0700 (Pacific Daylight Time),"East Los Angeles Sherriff's Station","5019 E 3rd St, Los Angeles, CA, 90022",14,3
Thu May 28 2020 22:30:30 GMT-0700 (Pacific Daylight Time),"Bocchi Laboratory","26455 Ruether Ave, Santa Clarita, CA, 91350",8,8
Thu May 28 2020 22:30:30 GMT-0700 (Pacific Daylight Time),"Department of Public Social Services","5445 Whittier Blvd, Los Angeles, CA, 90022",4,4
Thu May 28 2020 22:30:30 GMT-0700 (Pacific Daylight Time),"Ralphs #759","10861 Weyburn Ave, Los Angeles, CA, 90024",5,0
Sat May 30 2020 13:21:45 GMT-0700 (Pacific Daylight Time),"East Los Angeles Sherriff's Station","5019 E 3rd St, Los Angeles, CA, 90022",14,1
Sat May 30 2020 13:21:45 GMT-0700 (Pacific Daylight Time),"CLW Foods","3425 E Vernon Ave, Vernon, CA, 90058",6,0
Sun May 31 2020 20:52:38 GMT-0700 (Pacific Daylight Time),"CLW Foods","3425 E Vernon Ave, Vernon, CA, 90058",6,1
Sun May 31 2020 20:52:38 GMT-0700 (Pacific Daylight Time),"Ralphs Ice Plant And Warehouse","2201 S Wilmington Ave, Compton, CA, 90220",75,0
Sun May 31 2020 20:52:38 GMT-0700 (Pacific Daylight Time),"Rose & Shore Inc","5151 Alcoa Ave # 5151, Vernon, CA, 90058",10,3
Sun May 31 2020 20:52:38 GMT-0700 (Pacific Daylight Time),"Williams Sonoma Warehouse","21508 Baker Pkwy, Walnut, CA, 91789",8,0
Sun May 31 2020 20:52:38 GMT-0700 (Pacific Daylight Time),"American Meat Companies","5201 Industry Ave, Pico Rivera, CA, 90660",9,0
Tue Jun 02 2020 02:26:26 GMT-0700 (Pacific Daylight Time),"99 Ranch Market #6","1340 W Artesia Blvd, Gardena, CA, 90248",5,0
Tue Jun 02 2020 02:26:26 GMT-0700 (Pacific Daylight Time),"Smithfield","3049 E Vernon Ave, Vernon, CA, 90058",165,0
Wed Jun 03 2020 00:56:46 GMT-0700 (Pacific Daylight Time),"East Los Angeles Sherriff's Station","5019 E 3rd St, Los Angeles, CA, 90022",14,0
Thu Jun 04 2020 05:45:18 GMT-0700 (Pacific Daylight Time),"Cal Western Manufacturers","16539 S Main St, Gardena, CA, 90248",13,0
Thu Jun 04 2020 05:45:18 GMT-0700 (Pacific Daylight Time),"East Los Angeles Sherriff's Station","5019 E 3rd St, Los Angeles, CA, 90022",14,1
Thu Jun 04 2020 05:45:18 GMT-0700 (Pacific Daylight Time),"Providence Holy Cross Sub-Acute Care Center","11600 Indian Hills Rd, A, Mission Hills, CA, 91345",2,0
Thu Jun 04 2020 05:45:18 GMT-0700 (Pacific Daylight Time),"Smithfield","3049 E Vernon Ave, Vernon, CA, 90058",166,0
Fri Jun 05 2020 01:06:54 GMT-0700 (Pacific Daylight Time),"99 Ranch Market #3","1015 Nogales St, Rowland Heights, CA, 91748",4,0
Fri Jun 05 2020 01:06:54 GMT-0700 (Pacific Daylight Time),"Ralphs Ice Plant And Warehouse","2201 S Wilmington Ave, Compton, CA, 90220",83,0
Fri Jun 05 2020 01:06:54 GMT-0700 (Pacific Daylight Time),"Smithfield","3049 E Vernon Ave, Vernon, CA, 90058",168,0
Fri Jun 05 2020 01:06:54 GMT-0700 (Pacific Daylight Time),"Cal Western Manufacturers","16539 S Main St, Gardena, CA, 90248",14,0
Fri Jun 05 2020 23:26:41 GMT-0700 (Pacific Daylight Time),"99 Ranch Market #3","1015 Nogales St, Rowland Heights, CA, 91748",5,0
Fri Jun 05 2020 23:26:41 GMT-0700 (Pacific Daylight Time),"Byd Coach & Bus","46147 BYD Blvd, Lancaster, CA, 93534",4,1
Fri Jun 05 2020 23:26:41 GMT-0700 (Pacific Daylight Time),"California Farms Meat Company","4451 S Downey Rd, Vernon, CA, 90058",26,0
Fri Jun 05 2020 23:26:41 GMT-0700 (Pacific Daylight Time),"California Ranch Food Company Inc.","4481 S Downey Rd, Vernon, CA, 90058",5,0
Fri Jun 05 2020 23:26:41 GMT-0700 (Pacific Daylight Time),"East Los Angeles Sherriff's Station","5019 E 3rd St, Los Angeles, CA, 90022",15,0
Fri Jun 05 2020 23:26:41 GMT-0700 (Pacific Daylight Time),"Golden West Trading Inc","4401 S Downey Rd, Vernon, CA, 90058",8,0
Fri Jun 05 2020 23:26:41 GMT-0700 (Pacific Daylight Time),"J And J Snack Foods Corp. of California","5353 S Downey Rd, Vernon, CA, 90058",5,0
Fri Jun 05 2020 23:26:41 GMT-0700 (Pacific Daylight Time),"LAC DPSS Florence Office","1740 E Gage Ave, Los Angeles, CA, 90001",11,2
Fri Jun 05 2020 23:26:41 GMT-0700 (Pacific Daylight Time),"Mercury Air Group","6041 W Imperial Hwy, Los Angeles, CA, 90045",5,0
Fri Jun 05 2020 23:26:41 GMT-0700 (Pacific Daylight Time),"Rose & Shore Inc","5151 Alcoa Ave # 5151, Vernon, CA, 90058",12,3
Fri Jun 05 2020 23:26:41 GMT-0700 (Pacific Daylight Time),"Saputo Cheese Usa Inc.","5611 Imperial Hwy, South Gate, CA, 90280",68,0
Fri Jun 05 2020 23:26:41 GMT-0700 (Pacific Daylight Time),"Smithfield","3049 E Vernon Ave, Vernon, CA, 90058",169,0
Mon Jun 08 2020 12:06:32 GMT-0700 (Pacific Daylight Time),"Byd Coach & Bus","46147 BYD Blvd, Lancaster, CA, 93534",4,0
Mon Jun 08 2020 12:06:32 GMT-0700 (Pacific Daylight Time),"Smithfield","3049 E Vernon Ave, Vernon, CA, 90058",173,0
Mon Jun 08 2020 22:47:48 GMT-0700 (Pacific Daylight Time),"99 Ranch Market #3","1015 Nogales St, Rowland Heights, CA, 91748",7,0
Mon Jun 08 2020 22:47:48 GMT-0700 (Pacific Daylight Time),"99 Ranch Market #6","1340 W Artesia Blvd, Gardena, CA, 90248",6,0
Mon Jun 08 2020 22:47:48 GMT-0700 (Pacific Daylight Time),"L & Y Foods","608 Monterey Park Pass, Monterey Park, CA",8,4
Mon Jun 08 2020 22:47:48 GMT-0700 (Pacific Daylight Time),"Saputo Cheese Usa Inc.","5611 Imperial Hwy, South Gate, CA, 90280",71,0
Wed Jun 10 2020 01:12:04 GMT-0700 (Pacific Daylight Time),"LAC DPSS Florence Office","1740 E Gage Ave, Los Angeles, CA, 90001",12,2
Thu Jun 11 2020 12:24:13 GMT-0700 (Pacific Daylight Time),"Smithfield","3049 E Vernon Ave, Vernon, CA, 90058",175,0
Thu Jun 11 2020 12:24:13 GMT-0700 (Pacific Daylight Time),"99 Ranch Market #3","1015 Nogales St, Rowland Heights, CA, 91748",6,0
Thu Jun 11 2020 12:24:13 GMT-0700 (Pacific Daylight Time),"LAPD Valley Traffic Station","7870 Nollan Pl, Van Nuys, CA, 91402",7,7
Thu Jun 11 2020 12:24:13 GMT-0700 (Pacific Daylight Time),"Ralphs Ice Plant And Warehouse","2201 S Wilmington Ave, Compton, CA, 90220",90,5
Thu Jun 11 2020 12:24:13 GMT-0700 (Pacific Daylight Time),"Saputo Cheese Usa Inc.","5611 Imperial Hwy, South Gate, CA, 90280",82,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"99 Ranch Market #3","1015 Nogales St, Rowland Heights, CA, 91748",6,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Kia of DTLA Service/Parts","1945 S Flower St, Los Angeles, CA, 90007",2,3
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"L & Y Foods","608 Monterey Park Pass, Monterey Park, CA 91754",8,4
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"LAC DPSS Florence Office","1740 E Gage Ave, Los Angeles, CA, 90001",12,2
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"LAPD Valley Traffic Station","7870 Nollan Pl, Van Nuys, CA, 91402",7,7
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Mcdonald�s #11377","2224 N Figueroa St, Los Angeles, CA, 90065",4,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Mercury Air Group","6041 W Imperial Hwy, Los Angeles, CA, 90045",5,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Overhill Farms Inc","2727 E Vernon Ave, Vernon, CA, 90058",18,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Ralphs Ice Plant And Warehouse","2201 S Wilmington Ave, Compton, CA, 90220",90,5
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Rose & Shore Inc","5151 Alcoa Ave # 5151, Vernon, CA, 90058",12,3
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Saputo Cheese Usa Inc.","5611 Imperial Hwy, South Gate, CA, 90280",82,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Smithfield","3049 E Vernon Ave, Vernon, CA, 90058",176,2
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Sofi Stadium","1000 S Prairie Ave, Inglewood, CA, 90301",7,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"South Central Family Health Center-Huntington Park","2680 Saturn Ave, Huntington Park, CA, 90255",3,1
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Southwest Special Distrcit - LAC DPSS","1819 Charlie Sifford Dr, Los Angeles, CA, 90047",4,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Square-H Brands Inc.","2731 S Soto St, Vernon, CA, 90058",18,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Vons Glendale","311 W Los Feliz Rd, Glendale, CA, 91204",9,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Vons Market #3517","24325 Crenshaw Blvd, Torrance, CA, 90505",4,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Western General Insurance Company","5230 Las Virgenes Rd, Calabasas, CA, 91302",13,1
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Williams Sonoma Warehouse","21508 Baker Pkwy, Walnut, CA, 91789",8,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"99 Ranch Market #6","1340 W Artesia Blvd, Gardena, CA, 90248",6,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"American Meat Companies","5201 Industry Ave, Pico Rivera, CA, 90660",9,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Bocchi Laboratory","26455 Ruether Ave, Santa Clarita, CA, 91350",8,8
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Bristol Farms","9039 Beverly Blvd, West Hollywood, CA, 90048",11,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Byd Coach & Bus","46147 BYD Blvd, Lancaster, CA, 93534",4,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"CLW Foods","3425 E Vernon Ave, Vernon, CA, 90058",6,1
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Cal Western Manufacturers","16539 S Main St, Gardena, CA, 90248",14,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Department of Public Social Services","5445 Whittier Blvd, Los Angeles, CA, 90022",4,4
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"East Los Angeles Sherriff's Station","5019 E 3rd St, Los Angeles, CA, 90022",15,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Fantasy Cookie Company","12800 Arroyo St, Sylmar, CA, 91342",6,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"H. Mart Arcadia","1101 W Huntington Dr, Arcadia, CA, 91007",9,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"J And J Snack Foods Corp. of California","5353 S Downey Rd, Vernon, CA, 90058",5,0
Thu Jun 11 2020 15:03:44 GMT-0700 (Pacific Daylight Time),"Ahmanson Recruit Training Center","5651 W Manchester Ave, Los Angeles, CA, 90045",20,0
Fri Jun 12 2020 00:42:48 GMT-0700 (Pacific Daylight Time),"Vons Market #3517","24325 Crenshaw Blvd, Torrance, CA, 90505",4,0
Fri Jun 12 2020 00:42:48 GMT-0700 (Pacific Daylight Time),"Ahmanson Recruit Training Center","5651 W Manchester Ave, Los Angeles, CA, 90045",20,0
Fri Jun 12 2020 00:42:48 GMT-0700 (Pacific Daylight Time),"L & Y Foods","608 Monterey Park Pass, Monterey Park, CA 91754",8,4
Fri Jun 12 2020 00:42:48 GMT-0700 (Pacific Daylight Time),"Smithfield","3049 E Vernon Ave, Vernon, CA, 90058",176,2
Fri Jun 12 2020 00:42:48 GMT-0700 (Pacific Daylight Time),"Sofi Stadium","1000 S Prairie Ave, Inglewood, CA, 90301",7,0
Fri Jun 12 2020 15:44:33 GMT-0700 (Pacific Daylight Time),"Panda Express #2921","524 E Washington Blvd, Los Angeles, CA, 90015",4,0
Fri Jun 12 2020 15:44:33 GMT-0700 (Pacific Daylight Time),"Ups","3333 S Downey Rd, Vernon, CA, 90058",5,4
Fri Jun 12 2020 15:44:33 GMT-0700 (Pacific Daylight Time),"L & Y Foods","608 Monterey Pass Rd, Monterey Park, CA, 91754",8,4
Fri Jun 12 2020 15:44:33 GMT-0700 (Pacific Daylight Time),"Sofi Stadium","1000 S Prairie Ave, Inglewood, CA, 90301",8,0
Fri Jun 12 2020 15:44:33 GMT-0700 (Pacific Daylight Time),"Randall Foods, Inc (2)","2900 Ayers Ave, Bldg 6, Vernon, CA, 90058",4,0
Fri Jun 12 2020 15:44:33 GMT-0700 (Pacific Daylight Time),"Randall Foods, Inc (1)","2905 E 50th St, Bldg 1, Vernon, CA, 90058",8,0
Fri Jun 12 2020 15:44:33 GMT-0700 (Pacific Daylight Time),"West La Support Servies Home #2","1857 S Hayworth Ave, Los Angeles, CA, 90035",0,0
Sat Jun 13 2020 05:41:16 GMT-0700 (Pacific Daylight Time),"L & Y Foods","608 Monterey Pass Rd, Monterey Park, CA, 91754",8,4
Sat Jun 13 2020 05:41:16 GMT-0700 (Pacific Daylight Time),"Sofi Stadium","1000 S Prairie Ave, Inglewood, CA, 90301",8,0
Sat Jun 13 2020 15:37:11 GMT-0700 (Pacific Daylight Time),"Proportion Foods, LLC","3501 E Vernon Ave, Vernon, CA, 90058",5,0
Sat Jun 13 2020 15:37:11 GMT-0700 (Pacific Daylight Time),"McDonald�s #11377","2224 N Figueroa St, Los Angeles, CA, 90065",4,0
Sat Jun 13 2020 15:37:11 GMT-0700 (Pacific Daylight Time),"McDonald's #24379","401 E Manchester Blvd, Inglewood, CA, 90301",3,0
Sat Jun 13 2020 15:37:11 GMT-0700 (Pacific Daylight Time),"Lakins Tires West Inc","15305 Spring Ave, Santa Fe Springs, CA, 90670",19,0
Sat Jun 13 2020 15:37:11 GMT-0700 (Pacific Daylight Time),"D&L Poultry Inc","608 Monterey Pass Rd, Monterey Park, CA, 91754",23,0
Sat Jun 13 2020 15:37:11 GMT-0700 (Pacific Daylight Time),"BYD Coach & Bus","46147 Byd Blvd, Lancaster, CA, 93534",4,0
Sat Jun 13 2020 15:37:11 GMT-0700 (Pacific Daylight Time),"UPS","3333 S Downey Rd, Vernon, CA, 90058",5,4
Sat Jun 13 2020 15:37:11 GMT-0700 (Pacific Daylight Time),"Smithfield","3049 E Vernon Ave, Vernon, CA, 90058",177,2
Sat Jun 13 2020 15:37:11 GMT-0700 (Pacific Daylight Time),"Bon Appetit","4820 E 50th St, Vernon, CA, 90058",5,0
Sat Jun 13 2020 15:37:11 GMT-0700 (Pacific Daylight Time),"Randall Foods, Inc","2905 E 50th St, Bldg 1, Vernon, CA, 90058",8,0
Sat Jun 13 2020 15:37:11 GMT-0700 (Pacific Daylight Time),"Saputo Cheese USA Inc.","5611 Imperial Hwy, South Gate, CA, 90280",82,0
Sat Jun 13 2020 15:37:11 GMT-0700 (Pacific Daylight Time),"Papa Cantellas","3341 E 50th St, Vernon, CA, 90058",5,0
Sun Jun 14 2020 00:47:16 GMT-0700 (Pacific Daylight Time),"BYD Coach & Bus","46147 Byd Blvd, Lancaster, CA, 93534",4,0
Sun Jun 14 2020 00:47:16 GMT-0700 (Pacific Daylight Time),"Bon Appetit","4820 E 50th St, Vernon, CA, 90058",5,0
Sun Jun 14 2020 00:47:16 GMT-0700 (Pacific Daylight Time),"Papa Cantellas","3341 E 50th St, Vernon, CA, 90058",5,0
Sun Jun 14 2020 00:47:16 GMT-0700 (Pacific Daylight Time),"Proportion Foods, LLC","3501 E Vernon Ave, Vernon, CA, 90058",5,0
Sun Jun 14 2020 00:47:16 GMT-0700 (Pacific Daylight Time),"Saputo Cheese USA Inc.","5611 Imperial Hwy, South Gate, CA, 90280",82,0
Sun Jun 14 2020 00:47:16 GMT-0700 (Pacific Daylight Time),"Smithfield","3049 E Vernon Ave, Vernon, CA, 90058",177,2
Sun Jun 14 2020 00:47:16 GMT-0700 (Pacific Daylight Time),"Lakins Tires West Inc","15305 Spring Ave, Santa Fe Springs, CA, 90670",19,0
Sun Jun 14 2020 15:10:56 GMT-0700 (Pacific Daylight Time),"BYD Coach & Bus","46147 Byd Blvd, Lancaster, CA, 93534",7,0
Sun Jun 14 2020 15:10:56 GMT-0700 (Pacific Daylight Time),"Mcdonald's #24379","401 E Manchester Blvd, Inglewood, CA, 90301",3,0
Sun Jun 14 2020 15:10:56 GMT-0700 (Pacific Daylight Time),"Vons Bakery","3415 Boxford Ave, Commerce, CA, 90040",6,0
Sun Jun 14 2020 23:22:49 GMT-0700 (Pacific Daylight Time),"BYD Coach & Bus","46147 Byd Blvd, Lancaster, CA, 93534",7,0
Mon Jun 15 2020 15:17:21 GMT-0700 (Pacific Daylight Time),"Ralphs Ice Plant And Warehouse","2201 S Wilmington Ave, Compton, CA, 90220",94,5
Mon Jun 15 2020 15:17:21 GMT-0700 (Pacific Daylight Time),"Byd Coach & Bus","46147 BYD Blvd, Lancaster, CA, 93534",7,0
Mon Jun 15 2020 15:17:21 GMT-0700 (Pacific Daylight Time),"Caltrans Maintenance Yard","7300 Bandini Blvd, Commerce, CA, 90040",4,0
Mon Jun 15 2020 15:17:21 GMT-0700 (Pacific Daylight Time),"Proportion Foods, LLC","3501 E Vernon Ave, Vernon, CA, 90058",8,0
Tue Jun 16 2020 02:16:20 GMT-0700 (Pacific Daylight Time),"Ralphs Ice Plant And Warehouse","2201 S Wilmington Ave, Compton, CA, 90220",94,5
